term	gene
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	P2ry12
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	P2ry14
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	F2rl1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Or10a4
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Gpr50
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	F2rl2
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	F2rl3
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adra2a
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adra2c
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adra2b
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Htr4
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Hrh1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Htr6
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Drd1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adrb1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Drd5
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adra1b
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adrb3
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Htr1d
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Htr5a
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adora2b
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Agtr2
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Rho
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Gper1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Mtnr1a
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Tbxa2r
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Cnr1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Cnr2
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptgdr
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptgir
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptger4
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptgfr
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptafr
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptger2
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptger3
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ptger1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adora2a
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ednra
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Cxcr1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ntsr1
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Htr7
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Fshr
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ccr5
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Ccr2
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Adra1d
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Cckbr
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Sstr2
GPCRS CLASS A RHODOPSIN LIKE%WIKIPATHWAYS_20241210%WP473%RATTUS NORVEGICUS	Htr1f
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Ephx1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Akr1a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gsto1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Mgst3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp7a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Fmo1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Glyat
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Akr1b10
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gss
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gsr
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult2b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gstp1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult1a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp2e1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp1a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult1e1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp1b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Ugt2b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Ugt2a3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst10
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst12
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst13
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst14
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp4f17
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Ndst1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp4x1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Ndst3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Ndst4
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult4a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp11b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult1b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs3st3b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gstm7
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst11
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp27b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp2f2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp8b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp51
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs2st1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Naa50
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Nat8
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Nat1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Nat2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Ephx2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Nat9
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult6b2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Naa40
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp7b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs3st3a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult2a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst5
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Sult2a6
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst4
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp26b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp24a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Chst9
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Naa30
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Akr1c1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Zfp628
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gstz1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs3st2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp26a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs3st5
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs3st6
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp2s1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp4f39
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp21a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Baat
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp11b2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Naa20
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp17a1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Akr1d1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp4f3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Kcnab2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Kcnab3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp2r1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Fmo3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Fmo2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs6st3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Fmo5
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Akr1b1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Fmo4
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hs6st1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Cyp26c1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gal3st4
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gal3st3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Mgst1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Comt
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Inmt
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Hnmt
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Akr7a3
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Akr7a2
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gstk1
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gstm5
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gstm4
METAPATHWAY BIOTRANSFORMATION%WIKIPATHWAYS_20241210%WP1286%RATTUS NORVEGICUS	Gstm1
POLYOL PATHWAY%WIKIPATHWAYS_20241210%WP1303%RATTUS NORVEGICUS	Akr1b1
POLYOL PATHWAY%WIKIPATHWAYS_20241210%WP1303%RATTUS NORVEGICUS	Sord
POLYOL PATHWAY%WIKIPATHWAYS_20241210%WP1303%RATTUS NORVEGICUS	Aldob
POLYOL PATHWAY%WIKIPATHWAYS_20241210%WP1303%RATTUS NORVEGICUS	Khk
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp2e1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Nr1i3
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abca1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Nr1i2
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcb1a
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcd2
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Rara
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp7a1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcd3
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Rarb
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp2c11
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcb4
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp4b1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp2b2
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcg1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Vdr
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcb11
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Nr1h3
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Ppara
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Pparg
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp27b1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp8b1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Ppard
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcc3
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp24a1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Cyp26a1
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcc2
NUCLEAR RECEPTORS IN LIPID METABOLISM AND TOXICITY%WIKIPATHWAYS_20241210%WP139%RATTUS NORVEGICUS	Abcg5
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Tp73
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Bid
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Sfnl1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Chek2
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Chek1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Sesn1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Ccne1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Zmat3
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Serpinb5
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Cdkn2a
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Adgrb1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Cd82
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Gadd45a
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Mdm4
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Ppm1d
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Rchy1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Tsc2
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Pten
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Tp53
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Ccnb1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Igf1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Cdk6
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Mdm2
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Casp3
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Serpine1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Cdk1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Ccng1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Gtse1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Fas
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Igfbp3
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Casp9
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Perp
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Cdkn1a
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Siah1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Pmaip1
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Bax
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Cycs
P53 PATHWAY%WIKIPATHWAYS_20241210%WP655%RATTUS NORVEGICUS	Rprm
WNT MYOFIBROBLASTIC ACTIVATION OF HEPATIC STELLATE CELLS%WIKIPATHWAYS_20241210%WP3649%RATTUS NORVEGICUS	Pparg
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Aldh1a1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Aldh2
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Cyp1b1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Cyp2e1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Echs1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Cyp1a1
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Ogdh
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Hadh
TRYPTOPHAN METABOLISM%WIKIPATHWAYS_20241210%WP270%RATTUS NORVEGICUS	Cat
